complaint_id,complaint_timestamp,response_timestamp,resolve_timestamp,ticket_status,customer_status,source,brand,purchase_channel,outlet,complaint_type,issue_detail,responsible_area
CMP-0137,2025-05-02 13:35:00,2025-05-02 13:52:00,2025-05-02 14:42:00,SOLVED,Forgiven,Whatsapp,Bude Sari,Phone,Tebet,Tekstur tidak sesuai,Kurang crispy,Checker
CMP-0138,2025-04-08 16:43:00,2025-04-08 16:49:00,2025-04-08 17:39:00,EXPIRED,No response,Social Media,San Gyu,Take Away,Cikini,Tech issue,Pembayaran gagal,Tech Team
CMP-0139,2025-03-18 12:08:00,2025-03-18 12:10:00,,HANDLING,In progress,Feedback,Ayam Koplo,App,BSD,Packaging issue,Kemasan bocor,AM
CMP-0140,2025-03-07 18:38:00,2025-03-07 18:44:00,,HANDLING,In progress,Feedback,San Gyu,Phone,Pamulang,Tech issue,Voucher error,Tech Team
CMP-0141,2025-02-28 10:41:00,2025-02-28 11:05:00,,VALIDATING,Missing proof,App,San Gyu,App,BSD,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0142,2025-01-24 11:54:00,2025-01-24 12:02:00,2025-01-24 15:21:00,SOLVED,Misunderstanding clarified,Whatsapp,San Gyu,Take Away,Cikini,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0143,2025-02-18 16:02:00,2025-02-18 16:19:00,2025-02-18 17:03:00,SOLVED,Replacement sent,Social Media,Moon Chicken,Platform,Tebet,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0144,2025-05-22 18:40:00,2025-05-22 18:49:00,2025-05-22 19:58:00,SOLVED,Replacement sent,App,Dari Pada,Phone,Pluit,Packaging issue,Kemasan bocor,AM
CMP-0145,2025-04-30 19:27:00,2025-04-30 19:39:00,2025-04-30 20:03:00,SOLVED,Replacement sent,Social Media,Moon Chicken,App,Kemang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0146,2025-06-09 15:34:00,2025-06-09 15:40:00,2025-06-09 18:02:00,SOLVED,Forgiven,Feedback,Moon Chicken,Platform,Bintaro,Order tidak lengkap,Item kurang,Checker
CMP-0147,2025-04-10 20:31:00,2025-04-10 20:35:00,2025-04-10 23:46:00,SOLVED,Misunderstanding clarified,Feedback,Bude Sari,Phone,Pamulang,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0148,2025-06-16 10:07:00,2025-06-16 10:11:00,2025-06-16 11:55:00,SOLVED,Refund,App,Bude Sari,Phone,Cikini,Rasa tidak sesuai,Keasinan,QC
CMP-0149,2025-05-20 11:10:00,2025-05-20 11:14:00,2025-05-20 12:24:00,SOLVED,Refund,App,Bude Sari,Take Away,Bintaro,Tech issue,Voucher error,AM
CMP-0150,2025-05-31 15:16:00,2025-05-31 15:26:00,2025-06-01 00:52:00,EXPIRED,No response,App,Bude Sari,Platform,Bintaro,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0151,2025-05-26 11:28:00,2025-05-26 11:40:00,2025-05-26 20:06:00,SOLVED,Misunderstanding clarified,Whatsapp,Moon Chicken,App,BSD,Packaging issue,Kemasan bocor,AM
CMP-0152,2025-02-02 21:13:00,2025-02-02 21:26:00,2025-02-03 00:01:00,SOLVED,Forgiven,Feedback,San Gyu,Phone,Cikini,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0153,2025-06-29 16:53:00,2025-06-29 16:58:00,2025-06-29 18:24:00,SOLVED,Forgiven,Whatsapp,Bude Sari,App,Cikini,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0154,2025-04-21 12:22:00,2025-04-21 12:31:00,,HANDLING,In progress,Whatsapp,Ayam Koplo,Take Away,BSD,Packaging issue,Label tidak sesuai,AM
CMP-0155,2025-03-31 09:00:00,2025-03-31 09:10:00,2025-03-31 09:20:00,SOLVED,Replacement sent,Whatsapp,San Gyu,App,Kemang,Rasa tidak sesuai,Basi,QC
CMP-0156,2025-04-11 21:45:00,2025-04-11 21:52:00,2025-04-11 22:59:00,EXPIRED,No response,Social Media,San Gyu,Phone,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0157,2025-06-23 20:55:00,2025-06-23 21:08:00,2025-06-24 09:41:00,SOLVED,Misunderstanding clarified,Feedback,Bude Sari,App,Pluit,Porsi tidak sesuai,Porsi terlalu sedikit,Cashier
CMP-0158,2025-04-02 14:55:00,2025-04-02 14:56:00,2025-04-02 16:39:00,SOLVED,Forgiven,Social Media,Moon Chicken,App,Bintaro,Waktu pengiriman terlalu lama,Driver delay,Driver
CMP-0159,2025-06-28 14:06:00,2025-06-28 14:16:00,2025-06-28 14:21:00,SOLVED,Forgiven,Social Media,Ayam Koplo,Platform,Bintaro,Tekstur tidak sesuai,Daging kering,Checker
CMP-0160,2025-06-26 13:56:00,2025-06-26 13:59:00,2025-06-26 14:11:00,SOLVED,Replacement sent,App,San Gyu,Platform,Cibubur,Order tidak lengkap,Item kurang,Checker
CMP-0161,2025-04-30 18:42:00,2025-04-30 18:53:00,2025-04-30 20:04:00,SOLVED,Forgiven,Whatsapp,San Gyu,Platform,Pluit,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0162,2025-05-20 14:29:00,2025-05-20 14:38:00,2025-05-20 15:29:00,SOLVED,Refund,Social Media,San Gyu,Take Away,Tebet,Order tidak lengkap,Item kurang,Checker
CMP-0163,2025-03-21 21:40:00,2025-03-21 21:45:00,2025-03-21 22:29:00,SOLVED,Forgiven,Social Media,Bude Sari,Take Away,Pluit,Produk tidak sesuai dengan order,Menu tertukar,AM
CMP-0164,2025-04-19 17:31:00,2025-04-19 17:34:00,2025-04-19 17:51:00,SOLVED,Misunderstanding clarified,App,San Gyu,App,Tebet,Tekstur tidak sesuai,Keras,Kitchen
CMP-0165,2025-06-06 17:43:00,2025-06-06 17:51:00,2025-06-06 18:30:00,SOLVED,Refund,Whatsapp,Ayam Koplo,Platform,Pamulang,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0166,2025-01-02 16:33:00,2025-01-02 16:42:00,2025-01-02 17:31:00,SOLVED,Refund,Feedback,Dari Pada,Platform,Bintaro,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0167,2025-01-16 21:20:00,2025-01-16 21:27:00,,HANDLING,In progress,Feedback,Dari Pada,Take Away,Pamulang,Produk tidak sesuai dengan order,Menu tertukar,QC
CMP-0168,2025-06-23 21:37:00,2025-06-23 21:43:00,2025-06-23 22:42:00,SOLVED,Refund,Social Media,Moon Chicken,Phone,Pluit,Tech issue,Voucher error,Tech Team
CMP-0169,2025-02-26 13:19:00,2025-02-26 13:27:00,2025-02-26 14:42:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,App,Pamulang,Rasa tidak sesuai,Basi,QC
CMP-0170,2025-04-23 11:17:00,2025-04-23 11:59:00,2025-04-23 11:59:00,SOLVED,Misunderstanding clarified,Feedback,Dari Pada,Phone,Tebet,Rasa tidak sesuai,Keasinan,QC
CMP-0171,2025-01-13 15:21:00,2025-01-13 15:25:00,2025-01-13 16:12:00,EXPIRED,No response,Feedback,Moon Chicken,Take Away,Bintaro,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0172,2025-03-07 11:05:00,2025-03-07 11:19:00,2025-03-07 11:57:00,SOLVED,Replacement sent,Feedback,San Gyu,Platform,Cikini,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0173,2025-02-19 20:50:00,2025-02-19 20:58:00,,HANDLING,In progress,Whatsapp,Moon Chicken,Platform,Cibubur,Tech issue,Voucher error,Tech Team
CMP-0174,2025-02-06 19:02:00,2025-02-06 19:09:00,2025-02-06 19:15:00,SOLVED,Forgiven,Feedback,Dari Pada,Platform,Pamulang,Packaging issue,Kemasan rusak,AM
CMP-0175,2025-04-11 12:54:00,2025-04-11 13:19:00,2025-04-11 13:43:00,SOLVED,Forgiven,App,San Gyu,Take Away,Cikini,Rasa tidak sesuai,Terlalu manis,QC
CMP-0176,2025-03-27 18:53:00,2025-03-27 19:03:00,2025-03-27 19:29:00,SOLVED,Refund,Whatsapp,San Gyu,App,Bintaro,Tech issue,Voucher error,Tech Team
CMP-0177,2025-05-24 10:37:00,2025-05-24 10:49:00,2025-05-24 12:42:00,SOLVED,Misunderstanding clarified,Social Media,Bude Sari,Take Away,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0178,2025-06-12 13:11:00,2025-06-12 13:28:00,2025-06-12 14:28:00,EXPIRED,No response,Social Media,Dari Pada,Platform,BSD,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0179,2025-02-22 09:07:00,2025-02-22 09:35:00,2025-02-22 09:35:00,SOLVED,Misunderstanding clarified,Feedback,Bude Sari,Take Away,Cibubur,Tech issue,App error,Checker
CMP-0180,2025-05-30 12:03:00,2025-05-30 12:17:00,2025-05-30 13:42:00,SOLVED,Refund,Feedback,Dari Pada,Take Away,Cikini,Packaging issue,Label tidak sesuai,AM
CMP-0181,2025-01-13 15:49:00,2025-01-13 15:54:00,2025-01-13 17:40:00,SOLVED,Misunderstanding clarified,Whatsapp,Ayam Koplo,App,Pamulang,Tech issue,Voucher error,Tech Team
CMP-0182,2025-01-04 19:55:00,2025-01-04 20:02:00,2025-01-04 22:04:00,EXPIRED,No response,Social Media,Moon Chicken,Take Away,Bintaro,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0183,2025-06-06 14:42:00,2025-06-06 14:46:00,2025-06-06 15:27:00,SOLVED,Misunderstanding clarified,Social Media,Dari Pada,Phone,BSD,Tech issue,App error,Tech Team
CMP-0184,2025-02-09 12:35:00,2025-02-09 12:41:00,2025-02-09 14:15:00,SOLVED,Misunderstanding clarified,Social Media,Dari Pada,Take Away,Tebet,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0185,2025-03-08 21:08:00,2025-03-08 21:13:00,2025-03-08 21:54:00,SOLVED,Replacement sent,Feedback,Moon Chicken,Take Away,Pamulang,Tech issue,Voucher error,Tech Team
CMP-0186,2025-04-03 11:34:00,2025-04-03 11:37:00,2025-04-03 11:43:00,SOLVED,Misunderstanding clarified,Whatsapp,Bude Sari,App,Tebet,Porsi tidak sesuai,Porsi terlalu sedikit,Cashier
CMP-0187,2025-05-16 09:29:00,2025-05-16 09:39:00,2025-05-16 12:23:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,App,Cibubur,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0188,2025-01-04 10:07:00,2025-01-04 10:09:00,2025-01-04 10:48:00,SOLVED,Forgiven,App,San Gyu,Phone,Kemang,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0189,2025-02-22 14:33:00,2025-02-22 14:38:00,2025-02-22 15:06:00,SOLVED,Replacement sent,Feedback,San Gyu,App,Pamulang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,QC
CMP-0190,2025-02-11 14:27:00,2025-02-11 14:34:00,2025-02-11 19:46:00,SOLVED,Replacement sent,App,Ayam Koplo,Take Away,Kemang,Tech issue,App error,Cashier
CMP-0191,2025-05-09 21:33:00,2025-05-09 21:36:00,2025-05-10 02:47:00,SOLVED,Refund,Feedback,Moon Chicken,Phone,Pluit,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0192,2025-01-06 09:49:00,2025-01-06 10:15:00,2025-01-06 11:16:00,SOLVED,Replacement sent,Whatsapp,Moon Chicken,Phone,Tebet,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0193,2025-03-31 12:40:00,2025-03-31 12:46:00,2025-03-31 12:57:00,SOLVED,Misunderstanding clarified,App,Moon Chicken,Platform,Pamulang,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0194,2025-06-26 09:42:00,2025-06-26 09:54:00,,VALIDATING,Missing proof,Social Media,Dari Pada,Phone,Pamulang,Tech issue,Pembayaran gagal,Tech Team
CMP-0195,2025-04-15 11:26:00,2025-04-15 11:52:00,2025-04-15 11:52:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,App,Pamulang,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0196,2025-03-25 20:41:00,2025-03-25 20:48:00,2025-03-25 21:49:00,SOLVED,Forgiven,Feedback,Dari Pada,Platform,Cikini,Tech issue,App error,Tech Team
CMP-0197,2025-04-01 21:09:00,2025-04-01 21:20:00,2025-04-01 21:33:00,SOLVED,Forgiven,Social Media,Bude Sari,Platform,Pamulang,Rasa tidak sesuai,Terlalu manis,QC
CMP-0198,2025-05-03 18:44:00,2025-05-03 18:53:00,2025-05-03 19:29:00,EXPIRED,No response,Social Media,Ayam Koplo,App,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0199,2025-06-16 09:44:00,2025-06-16 09:49:00,2025-06-16 10:38:00,SOLVED,Misunderstanding clarified,Feedback,Bude Sari,Platform,Cikini,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0200,2025-03-12 15:45:00,2025-03-12 15:56:00,2025-03-12 17:00:00,SOLVED,Forgiven,Feedback,Bude Sari,Phone,Tebet,Packaging issue,Label tidak sesuai,AM
CMP-0201,2025-06-09 15:19:00,2025-06-09 15:28:00,2025-06-09 18:08:00,SOLVED,Misunderstanding clarified,Whatsapp,Bude Sari,App,Pamulang,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0202,2025-06-12 17:25:00,2025-06-12 17:35:00,2025-06-12 17:45:00,SOLVED,Misunderstanding clarified,Feedback,Ayam Koplo,Take Away,Pluit,Rasa tidak sesuai,Basi,QC
CMP-0203,2025-06-05 13:22:00,2025-06-05 13:31:00,2025-06-05 13:44:00,SOLVED,Forgiven,App,Ayam Koplo,App,BSD,Produk tidak sesuai dengan order,Varian salah,Kitchen
CMP-0204,2025-01-28 19:07:00,2025-01-28 19:14:00,2025-01-28 19:50:00,SOLVED,Misunderstanding clarified,Feedback,Bude Sari,Phone,BSD,Tech issue,Voucher error,Tech Team
CMP-0205,2025-04-10 16:50:00,2025-04-10 17:06:00,2025-04-10 19:08:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,Platform,Bintaro,Rasa tidak sesuai,Kurang rasa,Kitchen
CMP-0206,2025-06-10 11:29:00,2025-06-10 11:34:00,2025-06-10 12:56:00,SOLVED,Replacement sent,Whatsapp,San Gyu,App,Bintaro,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0207,2025-04-08 16:26:00,2025-04-08 16:28:00,,HANDLING,In progress,App,San Gyu,Platform,Bintaro,Packaging issue,Kemasan rusak,AM
CMP-0208,2025-05-23 20:19:00,2025-05-23 20:26:00,2025-05-23 23:49:00,EXPIRED,No response,Whatsapp,San Gyu,Phone,Kemang,Order tidak lengkap,Item kurang,Checker
CMP-0209,2025-04-22 19:54:00,2025-04-22 20:05:00,2025-04-22 21:07:00,SOLVED,Misunderstanding clarified,Whatsapp,Moon Chicken,Phone,Pluit,Rasa tidak sesuai,Kurang rasa,QC
CMP-0210,2025-02-10 11:29:00,2025-02-10 11:34:00,2025-02-10 11:59:00,EXPIRED,No response,Feedback,Dari Pada,Platform,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0211,2025-02-09 09:58:00,2025-02-09 10:25:00,2025-02-09 13:36:00,SOLVED,Refund,Feedback,Moon Chicken,Take Away,Pluit,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0212,2025-01-09 14:35:00,2025-01-09 14:40:00,2025-01-09 15:10:00,SOLVED,Replacement sent,App,Ayam Koplo,Platform,Pamulang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0213,2025-02-23 20:11:00,2025-02-23 20:25:00,2025-02-23 21:12:00,SOLVED,Replacement sent,Social Media,San Gyu,Platform,Cibubur,Rasa tidak sesuai,Kurang rasa,QC
CMP-0214,2025-03-11 12:52:00,2025-03-11 12:57:00,2025-03-11 13:42:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,Take Away,Tebet,Packaging issue,Kemasan bocor,AM
CMP-0215,2025-04-04 12:03:00,2025-04-04 12:14:00,2025-04-04 12:34:00,SOLVED,Replacement sent,Feedback,San Gyu,Platform,Tebet,Rasa tidak sesuai,Keasinan,QC
CMP-0216,2025-06-28 11:15:00,2025-06-28 11:37:00,2025-06-28 11:53:00,SOLVED,Replacement sent,Whatsapp,Dari Pada,Take Away,Cikini,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0217,2025-03-08 10:36:00,2025-03-08 10:40:00,2025-03-08 11:27:00,SOLVED,Replacement sent,App,Ayam Koplo,Phone,Tebet,Rasa tidak sesuai,Terlalu manis,QC
CMP-0218,2025-02-20 13:50:00,2025-02-20 14:04:00,2025-02-20 14:37:00,SOLVED,Replacement sent,App,Dari Pada,App,Bintaro,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0219,2025-06-29 18:44:00,2025-06-29 18:50:00,2025-06-29 19:02:00,SOLVED,Refund,App,Ayam Koplo,App,Tebet,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0220,2025-05-12 21:07:00,2025-05-12 21:35:00,2025-05-12 21:35:00,SOLVED,Refund,Social Media,Ayam Koplo,Platform,Tebet,Order tidak lengkap,Item kurang,Checker
CMP-0221,2025-04-16 15:56:00,2025-04-16 16:00:00,2025-04-16 16:32:00,SOLVED,Misunderstanding clarified,App,Moon Chicken,App,Bintaro,Order tidak lengkap,Minuman tidak ada,Kitchen
CMP-0222,2025-05-03 09:38:00,2025-05-03 09:41:00,,VALIDATING,Missing proof,Whatsapp,Dari Pada,Platform,Cikini,Tech issue,Voucher error,Tech Team
CMP-0223,2025-05-08 11:18:00,2025-05-08 11:23:00,2025-05-08 14:20:00,SOLVED,Misunderstanding clarified,Feedback,San Gyu,App,Kemang,Packaging issue,Kemasan bocor,AM
CMP-0224,2025-05-31 16:48:00,2025-05-31 17:12:00,2025-05-31 17:50:00,SOLVED,Misunderstanding clarified,Feedback,Bude Sari,Phone,Kemang,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0225,2025-01-02 14:07:00,2025-01-02 14:13:00,2025-01-02 15:13:00,SOLVED,Misunderstanding clarified,Whatsapp,Dari Pada,Phone,Kemang,Tech issue,Pembayaran gagal,Kitchen
CMP-0226,2025-03-16 14:43:00,2025-03-16 15:05:00,2025-03-16 15:05:00,SOLVED,Refund,Feedback,San Gyu,Phone,Pluit,Rasa tidak sesuai,Basi,QC
CMP-0227,2025-02-08 15:11:00,2025-02-08 15:19:00,2025-02-08 18:14:00,SOLVED,Refund,Feedback,Ayam Koplo,Take Away,Cikini,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0228,2025-01-01 11:59:00,2025-01-01 12:24:00,2025-01-01 13:38:00,EXPIRED,No response,Social Media,Ayam Koplo,Take Away,Cibubur,Rasa tidak sesuai,Terlalu manis,QC
CMP-0229,2025-01-20 17:46:00,2025-01-20 17:49:00,2025-01-20 19:44:00,SOLVED,Replacement sent,Social Media,Bude Sari,Take Away,Pamulang,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0230,2025-05-23 15:26:00,2025-05-23 15:49:00,,HANDLING,In progress,Feedback,San Gyu,Platform,Pluit,Tech issue,Voucher error,Tech Team
CMP-0231,2025-04-11 11:57:00,2025-04-11 12:06:00,,VALIDATING,Missing proof,Whatsapp,Ayam Koplo,Phone,Pamulang,Packaging issue,Kemasan rusak,AM
CMP-0232,2025-03-13 14:31:00,2025-03-13 14:45:00,2025-03-13 15:10:00,SOLVED,Replacement sent,Whatsapp,Dari Pada,Take Away,Cibubur,Tekstur tidak sesuai,Kurang crispy,Driver
CMP-0233,2025-06-27 12:11:00,2025-06-27 12:30:00,2025-06-27 14:05:00,SOLVED,Forgiven,App,San Gyu,Take Away,Cibubur,Packaging issue,Kemasan rusak,AM
CMP-0234,2025-06-09 16:41:00,2025-06-09 16:45:00,2025-06-09 23:00:00,SOLVED,Replacement sent,Whatsapp,Ayam Koplo,App,Cikini,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0235,2025-04-12 18:02:00,2025-04-12 18:11:00,2025-04-12 21:07:00,SOLVED,Replacement sent,Feedback,Moon Chicken,Platform,Pamulang,Packaging issue,Label tidak sesuai,AM
CMP-0236,2025-06-04 20:34:00,2025-06-04 20:56:00,2025-06-04 20:56:00,EXPIRED,No response,App,Moon Chicken,App,Pamulang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0237,2025-05-08 14:44:00,2025-05-08 14:48:00,2025-05-08 15:07:00,SOLVED,Refund,Feedback,Ayam Koplo,Take Away,Pluit,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0238,2025-05-27 21:26:00,2025-05-27 21:34:00,2025-05-28 02:28:00,EXPIRED,No response,App,Ayam Koplo,App,Pluit,Packaging issue,Kemasan bocor,AM
CMP-0239,2025-04-09 19:27:00,2025-04-09 19:32:00,2025-04-09 22:38:00,SOLVED,Replacement sent,App,Moon Chicken,App,Pamulang,Packaging issue,Label tidak sesuai,AM
CMP-0240,2025-02-01 14:32:00,2025-02-01 14:38:00,2025-02-01 15:33:00,EXPIRED,No response,App,Moon Chicken,Phone,Cibubur,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0241,2025-04-30 10:53:00,2025-04-30 11:01:00,2025-04-30 12:52:00,SOLVED,Replacement sent,Social Media,Ayam Koplo,Take Away,Pamulang,Tech issue,App error,Tech Team
CMP-0242,2025-01-08 17:36:00,2025-01-08 17:51:00,2025-01-08 18:29:00,SOLVED,Refund,Whatsapp,Bude Sari,Take Away,Cikini,Packaging issue,Label tidak sesuai,Kitchen
CMP-0243,2025-04-06 18:04:00,2025-04-06 18:30:00,2025-04-06 18:30:00,SOLVED,Refund,Feedback,San Gyu,App,Tebet,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0244,2025-01-20 21:33:00,2025-01-20 21:34:00,2025-01-21 00:07:00,EXPIRED,No response,App,Bude Sari,Take Away,Bintaro,Order tidak lengkap,Item kurang,Kitchen
CMP-0245,2025-01-17 15:02:00,2025-01-17 15:13:00,2025-01-17 15:49:00,SOLVED,Refund,Social Media,Bude Sari,Take Away,Kemang,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0246,2025-01-08 21:10:00,2025-01-08 21:11:00,2025-01-08 22:21:00,SOLVED,Misunderstanding clarified,Whatsapp,Moon Chicken,App,Cikini,Tech issue,Pembayaran gagal,Cashier
CMP-0247,2025-01-28 18:00:00,2025-01-28 18:06:00,2025-01-28 18:28:00,EXPIRED,No response,App,Dari Pada,Take Away,BSD,Packaging issue,Kemasan bocor,AM
CMP-0248,2025-01-29 12:39:00,2025-01-29 12:51:00,2025-01-29 17:10:00,EXPIRED,No response,Whatsapp,Moon Chicken,Phone,Kemang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0249,2025-04-29 17:16:00,2025-04-29 17:22:00,2025-04-29 18:42:00,SOLVED,Forgiven,App,Moon Chicken,Take Away,Bintaro,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0250,2025-05-26 21:21:00,2025-05-26 21:34:00,2025-05-27 06:21:00,SOLVED,Forgiven,Feedback,Bude Sari,App,Pluit,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0251,2025-03-03 12:54:00,2025-03-03 12:58:00,2025-03-03 15:46:00,SOLVED,Forgiven,Whatsapp,Bude Sari,App,Bintaro,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0252,2025-04-30 09:18:00,2025-04-30 09:30:00,2025-04-30 10:33:00,EXPIRED,No response,App,Moon Chicken,App,Tebet,Tech issue,Pembayaran gagal,Kitchen
CMP-0253,2025-01-19 09:30:00,2025-01-19 09:36:00,2025-01-19 10:52:00,SOLVED,Forgiven,Whatsapp,Dari Pada,Take Away,Tebet,Rasa tidak sesuai,Kurang rasa,QC
CMP-0254,2025-06-16 21:33:00,2025-06-16 21:43:00,2025-06-16 22:17:00,SOLVED,Forgiven,Whatsapp,Bude Sari,Take Away,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0255,2025-01-02 10:20:00,2025-01-02 10:27:00,,HANDLING,In progress,App,Moon Chicken,Phone,Tebet,Rasa tidak sesuai,Keasinan,Kitchen
CMP-0256,2025-01-08 20:26:00,2025-01-08 20:32:00,2025-01-08 23:45:00,SOLVED,Misunderstanding clarified,App,Bude Sari,Take Away,Kemang,Tekstur tidak sesuai,Keras,Kitchen
CMP-0257,2025-02-11 20:09:00,2025-02-11 20:14:00,2025-02-11 20:31:00,SOLVED,Refund,Social Media,Dari Pada,App,Cikini,Tech issue,Pembayaran gagal,Tech Team
CMP-0258,2025-05-17 11:45:00,2025-05-17 11:50:00,2025-05-17 13:09:00,SOLVED,Forgiven,Feedback,Moon Chicken,Take Away,Cikini,Rasa tidak sesuai,Keasinan,QC
CMP-0259,2025-02-25 13:54:00,2025-02-25 14:05:00,2025-02-25 14:36:00,SOLVED,Replacement sent,Whatsapp,San Gyu,App,BSD,Order tidak lengkap,Item kurang,Checker
CMP-0260,2025-02-23 19:56:00,2025-02-23 20:07:00,2025-02-23 20:18:00,SOLVED,Replacement sent,Whatsapp,Dari Pada,Platform,Pluit,Packaging issue,Label tidak sesuai,AM
CMP-0261,2025-05-11 20:44:00,2025-05-11 20:49:00,2025-05-11 22:48:00,EXPIRED,No response,Whatsapp,Bude Sari,Take Away,Pluit,Packaging issue,Kemasan bocor,AM
CMP-0262,2025-03-29 14:30:00,2025-03-29 14:40:00,2025-03-29 17:04:00,SOLVED,Misunderstanding clarified,App,Moon Chicken,Platform,BSD,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0263,2025-02-06 17:12:00,2025-02-06 17:21:00,,VALIDATING,Missing proof,Social Media,Moon Chicken,Platform,BSD,Rasa tidak sesuai,Terlalu manis,QC
CMP-0264,2025-02-15 11:21:00,2025-02-15 11:29:00,2025-02-15 11:31:00,SOLVED,Forgiven,Social Media,San Gyu,App,Cikini,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0265,2025-02-19 12:44:00,2025-02-19 13:11:00,2025-02-19 13:50:00,SOLVED,Forgiven,Feedback,San Gyu,Take Away,Bintaro,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0266,2025-05-05 17:11:00,2025-05-05 17:16:00,2025-05-05 22:45:00,SOLVED,Refund,Feedback,Ayam Koplo,Platform,BSD,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0267,2025-05-25 19:25:00,2025-05-25 19:30:00,2025-05-25 21:55:00,SOLVED,Misunderstanding clarified,Feedback,Moon Chicken,Platform,Kemang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,AM
CMP-0268,2025-02-03 10:16:00,2025-02-03 10:27:00,2025-02-03 11:27:00,SOLVED,Replacement sent,App,San Gyu,Take Away,Tebet,Tech issue,Voucher error,Tech Team
CMP-0269,2025-01-09 18:10:00,2025-01-09 18:12:00,2025-01-09 19:05:00,EXPIRED,No response,Social Media,Bude Sari,App,Pluit,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0270,2025-01-05 19:12:00,2025-01-05 19:26:00,2025-01-05 20:03:00,SOLVED,Replacement sent,App,Moon Chicken,Platform,Cibubur,Tech issue,Voucher error,Tech Team
CMP-0271,2025-04-03 17:15:00,2025-04-03 17:25:00,2025-04-03 19:55:00,SOLVED,Misunderstanding clarified,Social Media,Moon Chicken,Phone,Cibubur,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0272,2025-03-24 09:32:00,2025-03-24 09:43:00,2025-03-24 11:12:00,SOLVED,Forgiven,Feedback,Ayam Koplo,Platform,Cikini,Waktu pengiriman terlalu lama,Driver delay,Admin
